,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Innacurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
212,2006_NV-EKD-001071_TP_5,['significant demobilzation of resources to support new fires in the area. also  a fire weather watch has been issued for today and tomorrow with possible wind events.. line construction and mop-up.t-cell activity produced strong erratic winds. lines appear to have held.. limited access  heavy fuels of sage  grass and juniper  threats of fire slopping over onto hay fields and hay stacks.'],0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2011_TX-TXS-011117_MOSSY ROCK RANCH_3,['the cause of the fire was arson.    this fire is located in 5c rlo area.    the fire is being managed by the tfs merkel icp.'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,2013_ID-CWF-000888_HANSON_2,['fire is out. called fire out'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2006_CA-RRU-45911_BONNY_2,['access problems for equipment due to heavy vegetation.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2008_WY-SHF-000101_GUNBARREL_24,['continue to update wfip plan as necessary.  red flag day has not increased fire activity at this time  but activity could increase this evening due to possible high north winds.  both fire use modules are counted as overhead.. began updating the wfip and the community protection plan to accommodate possible movement to the east. management action points in big creek are not threatened at the time and personnel will continue to monitor.. ir is critical to monitoring inassessable management action points reducing need for helicopter observation. the consumption of fuels in upper big creek has moderated fire behavior at the time of this report.   light activity on the west side of the incident in the libby creek and mormon creek drainages.  continue to monitor the remainder of the fire for resource benefit.  planning focus is on the long term public safety for improvements and recreation in the north fork of the shoshone corridor.'],0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
217,2008_SC-SCS-08NF0490_TAYLOR_0,['fd and f&ws responded. 1 home destroyed $60 000  1 structure/outbuilding destroyed $5 000'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2012_NV-EFKX-30542_CARTER SPRINGS_2,['as of 1800 today  the incident is3.. hwy 395 reopened last night.  local power utilities progressing with replacement of burned power lines.. gusty winds are forecast for the burned area throughout tonight and into tomorrow morning.'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
219,2006_WA-NES-196_GATEWAY LANE_4,['spokane valley #3 still on scene today with tender. fire in patrol status as of 2000 hours tonight.. fire was contained on 7/18/06 late pm  and declared controlled today (7/19) at 2000 hours. at the end of the shift fire was put into patrol status.. fire in midst of moderate density urban interface. winds and sustained dry conditions over last few days in light flashy fuels.'],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220,2009_AK-TAD-000278_SLATE CREEK_3,['completed all structure protection preparations. 3 personnel remain assigned to the fire. all other personnel were demobilized and the fire was placed in monitor status.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2010_AZ-KNF-000859_HOBBLE FIRE_6,['smoke lifted approx. 300 and settled locally. there were. completed prep work on the eastern boundary of private property located southwest of the fire.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,2014_000028_LODGE GRASS BASIN_4,['communication with wyoming big horn natinal forest.. one smoke of'],0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223,2010_CA-SCU-003525_CURRY_7,['fireline suppression repair evaluation and actions.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2010_NY-GAP-000025_GREAT KILLS BLOWUP_3,"['the fire burned more patchily than originally believed.  spotty showers have been received on the fire although totaling less that 0.25"".  engine crews have been utilizing sprinkler to soak the perimeter and have been working hot spots within the interior.  fdny has been providing their mobile communications center (mcc) as an icp and has been providing 24 hour staffing for the fire.  in light of the conditions  fdny resources will probably be released at the end of todays operational shift.  nypd may do a flir flight in the overnight hours to help determine where other hot spots are located.. the park remains closed to the public north of bulkhead road.  crookes point  the beach  and the marina are accessible to the public.. tall grass fuels  underground low level radiation  high winds  drought conditions6 hours.']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
225,2009_AK-TAD-000413_SIDE CREEK_1,['smokejumpers continued securing the perimeter.  two new spotfires were found.  backhaul has was sent to helibase.  paracargo dropped food and water for the next several shifts.. steep terrain  lack of water  and limited communications are a concern for the fire.'],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,2010_CO-RMP-000197_COW CREEK_6,['block 16:  eighty percent of the containment objectives for the sections of the fire that are under a containment stragegy have been achieved.  this percentage does not apply to the area of the fire that is being monitored to meet resource objectives.  block 43: crw2 listed is a 12 person nps module from rocky mt. national park.  block 43: craig ihc was released today at 1300 hours.. crews continue to improve and construct fireline on the southwest  south  east and northeast flank.  continue to finalize long term implementation plan.. possibility of lightning and gusty winds associated with thunderstorm development over the next 24 hour period which increases potential for erratic fire behavior and unpredictable spread with associated downdrafts.  heavy timber  in steep terrain.'],0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
227,2012_MT-LCF-002085_ELBOW PASS COMPLEX_48,['transitioned to a type 4 ic on 9/22/2012.    7 414 acres on flathead national forest (mt-fnf)  17 324 acres on lewis & clark national forest (mt-lcf)  1 226 acres on lolo national forest (mt-lnf). continuing to limit fire spread on the east side of the south fork of sun river with use of buckets and personnel on the ground with hose lay and mark 3 pump.. recent heavy frost made more fuel available for fire spread.'],0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2006_FL-FLS-2006-14-0470_29 POWELL_7,['fire is slowly burning inside the lines and near the bay swamp area and interstate.  there is some smoke but crews are monitoring the area.. monitor i-75. i 75 will be monitored by dof  and fhp  more than likely road closures will continue to occure as the fire still creeps though'],0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
229,2010_AK-MID-000399_WILLOW CREEK_19,['on 9/23 zone surveillance in n114mn flew the fire and reported a handfull of smokes  smoldering under clear skies and winds out of the northeast 15 mph.. smoke impacts to fairbanks  north pole  nenana  and eielson air force base are not anticipated with forecasted cool  humid conditions.'],0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
230,2006_WA-OWF-304_TINPAN_58,['continuous fuel lies between the fire  mma and structures 4 miles south of the mma boundary.  the mma boundary offers the best defense to keep fire from threatening these high value resources.. fire has hit the southern mma boundary and is continue to move along the southern flank toward the mma east of the entiat river.  a column developed at 1500 hours with active fire on the west  south and east.. helicopter support is critical to successful defense of the mma.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2011_GA-OKR-000001_HONEY PRAIRIE_68,['localized storms developed once again this afternoon with varying amounts of rainfall to the fire area  a line of thunderstorms developed from fargo to swamp park producing localized heavy downpours.  western edge of fire received only a trace from this system. unified command with georgia forestry commission  florida division of forestry and sa blue team ic mike quisenberry.. crews have completed containment line construction around okefenokee nwr and swamp edge break.  approximate length of constructed and improved line is 200 miles.  resources assisted gfc with ia on new start located approximately 1 mile south of fire perimeter.  fire was contained today and acreage is unknown at this time.. moderate to heavy fuel loads in the swamp and uplands  limited accessibility for ground equipment  lack of water resources for sustained attack  mulitiple jurisdictions involved  wilderness area  and reburn potential over the entire fire area.'],0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
232,2012_MT-GNF-000144_MILLIE_22,['the northeast corner of the fire is still uncontained and poses a risk to spread into the upper reaches of bozeman city municipal watershed if a major weather event were occur.  t1 and t2ia crews will help to reduce the probability of the fire spreading into the hyalite creek and south cottonwood drainage.. crew was flown into the head of cottonwood drainage and began constuction of handline (div c).  crews were supported by aerial retardant and helicopter water drops.  smoke jumpers were used to contain a spot located ne of the fires perimeter.  fireline rehabilitation was completed in division z.. type 1 and type 2 ia handcrews are needed to continue work on line construction in the rugged and difficult terrain in division c.   the fire is moving down slope in the cottonwood drainage.  with access to t1 and t2 ia crews  it would be possible to construct handline preventing future spread down the canyon.  without handcrews  aviation resources will be needed to hold the fire in the upper end of cottonwood creek.'],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
233,2008_NM-N5S-129_JAY_0,['fire access was hampered by terrain and heavy fuel loading'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2006_OR-BUD-2197_THOUSAND VIRGIN_0,['steep  rugged terrain. extremely isolated location.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2012_MT-BDF-017_ANTELOPE LANE _1,['crews made progress with the line building and have all but the ne quarter of the fire lined'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2007_MT-BRF-000160_BITTERROOT FIRE USE COMPLEX_61,['fires included in the complex: magruder mtn. #1  magruder mtn. #2  swet cabin  harrington ridge  haystack  harrington mountain  halfway pete  south saddle gulch  snake creek  elkhorn ridge  el capitan west  capitan creek  watchtower  patsy ann  indian  magruder trail  salamander  ingomar lake  mt. aura.  last of these fires was called out on 11/12/07 @ 1300.  all fires have individual final 209s completed  with their respective costs.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2006_WA-OWF-550_TATOOSH COMPLEX_21,['of the total 47 786 acres  34 730 acres are within the united states and 13 056 acres (5284 hectares) are within canada.  acres being reported are reduced because of a gis error that included border lake fire acres as part of tatoosh.3  bob anderson ic.  activities on these fires are being actively coordinated between four imt¿s; pnw-3 plus three canadian imt¿s.. wind and light showers received on the fire today.  more rain is forecast for tonight and tomorrow.. very remote access  logistical problems  and fire involvement with british colombia.'],0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
238,2010_FL-FLS-2010-04-0402_SANDBEACH FIRE_2,['fire will continue to smolder.  everything is within lines.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2010_AK-MID-000679_LOWER WINTER CAMP_3,['after investigating the fire the cause was determined to be lightning.. all equipment and supplies were removed from the fire and all personnel demobilized. the fire was placed in monitor status.. proximity to eielson afb'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,2012_CA-PNF-1001_CHIPS_61,['chips resources assisted the plumas national forest with an initial attack south of the chips fire on hwy 70. the fire was contained at 1/2 acre. the three injuries were; fever and general illness; lower left leg injury; infected left leg. mandatory evacuation of the communities of canyon dam  big meadows and seneca. advisement for prattville. rush crk rd.from hwy 70 is open to residents only. type 1 helicopters are essential to minimize fire spread and support ground troops in direct line construction. pg&e crews are repairing poles on the caribou-westwood line and the lines from butt valley dam to the north fork of the feather river. total burned acres are at 73 193. plumas nf burned acres 46 223  lassen nf 18 429  sra burned acres 8542. &#160;. completed firing along the eastern flank. lines held through high winds and lower humidity.. type 1 or 2ia crews are needed to complete firing along multiple critical sections of line. resources are needed to assist in protecting the pg&e infrastructure  caribou-westwood power lines which provide electricity to ne california and the caribou-plumas junction power line which supplies power to quincy and the north fork feather river area. smoke impacts to public health in the almanor basin and sacramento valley are a major concern.'],1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0
241,2011_TX-TXS-011214_RHOADES RANCH_0,['fire jumped the 101 road and is north of the 180 road. there are plowed fields to use as the east flank. fire is 3/4 mile from highway 337.. hot and windy conditions  extreme fire behavior.'],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242,2010_CO-BLX-000321_FOURMILE CANYON_10,['block 19: estimated cost to date has decreased due to auditing of i suite financial module and reassignment of resources.  block 24: teams have finished identifying and documenting damage to structures and utilities.  data is currently being analyzed.. continued coordination with utilities and public works to repair damage to infrastructure. boulder county sheriff�s office has begun to lift evacuation orders on subdivisions within the fire perimeter via a permit system.  fema disaster assistance teams have begun assessment of the sugarloaf and fourmile areas.  the team is managing the reservoir road fire in addition to the fourmile fire.. there is a continued threat to structures from unburned fuel in interior islands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,2011_TX-TXS-011247_4097 _1,['1630'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2010_AK-MID-000679_LOWER WINTER CAMP_0,['the fire was declared contained at 2400. two engines and three overhead were demobilized.. proximity to eielson afb'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,2007_AK-KNR-DT91_SWAN LAKE_4,['expected high pressure did not rebuild back into area.  flow of moist marine air began today from the south with higher humidity and light rain.  low pressure systems from the bering sea may arrive within 36 hours.. additional resources have arrived and are conducting structure protection and assessment.. fire is currently one mile from recreational cabins and four miles from the commercial lodge.  smoke may impact sterling highway and local communities.  local area firefighter shortage.'],0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
246,2012_MT-LNF-000808_FALLS POINT_13,['next 209 will be submited 09/06/2012 unless significant activity occurs.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2007_FL-EAQ-07003_TWO SIDED_1,['will continue to monitor. smoke concerns on hwy 90 and i-10'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,2007_OR-UMF-250_UKIAH COMPLEX_7,['multi-agency partnerships in place.. operations concentrated on hot areas of division a.. public impact on roads  access and the protection of private property.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,2006_CA-BEU-002665_RICO_17,['continue fire line repair and mop up/patrol. special decontamination procedures still in effect for all equipment that comes off the fire line because of sudden oak death syndrome (sods) transfer threat.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
