,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
364,2010_NM-N2S-038_H12_8,rx was ignited at 1000 05/21/2010 and was projected to be 600 acres; fire is currently 5 074 (including rx)  100% contained  and is under vermejo park ranch command ict4 (wheeler).. jurisdictional boundary involved (nm-co state line).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2009_MT-FNF-000033_GABE CREEK_1,trail 35 remains closed.  fire received minimal precipitation this evening.. potential trail closure.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
366,2012_CO-SJF-001038_VALLECITO_12,steep terrain and snags from the missionary ridge fire (2002) continue to compromise safety for handcrews.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2012_WA-OWF-000583_YAKIMA COMPLEX_2,there are estimated over 90 lightning fires which 20 contained  28 staffed  45 unstaffed. there are reports of other smokes that are being searched for. complex summary is incomplete due to program limitations. complete list is available upon request. costs are not accurate for fires in the complex summary also due to program limitations. acreage and costs will be lumped into gold creek fire for all fires not listed.. objectives include detection and prioritization. action will be based on risk to life  property and resources. road closures are in place at junction of 3500 & 3507  9711 & 9712.. over 90 fires spread out over two counties. broad spectrum of fuel types including heavy fuels  steep terrain with difficult access. the taylor bridge fire has previously impacted part of the community that these fires are now in. the awareness of the impacts of both fire and suppression activity has modified our resource allocation.,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
368,2012_ID-CWF-219_LOST KNIFE MEADOWS_0,last report unless significant activity occurs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2006_SD-SDS-065010_FOUR MILE COMMAND_0,sturgis  vale  newell  and hearstford vfd and two seat  contained the fire. wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2012_WY-RAD-000276_BEAR MOUNTAIN COMPLEX_15,critical needs as described above are air support. ross orders have been placed for am operations. anticipating fire to be active in the first operational shift on ridge tops.. burnout- tied off eastern road. steep rugged terrain and inaccessibility  high winds  ranchers upset -calling congressman,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
371,2012_AZ-ASD-120554_MT. TRUMBULL COMPLEX_12,this will be the last report unless any significant changes occur (or until thursday).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2014_141025_JOE BROWN_1,smoldering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2008_KY-KYS-3009_COLD IRON_2,fire is controlled.  rain is entering into the fire area and will help prevent future breakovers.. fire controlled.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,2008_TX-TXS-88158_IRON MOUNTAIN_4,continue working to contain the fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2012_MN-MNS-121-059_PEATLAND FIRE_1,rain showers occurring.. hard to access; heavy fuels,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,2012_CA-MVU-5400_BANNER_1,a possible wind event expect in the early morning hours.  access to the fireline continues to be a concern.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2014_000100_100 MILE CREEK_9,the fire behavior consisted of single-tree torching creeping and smoldering. military eod team successfully detonated uxo and completed operations on the fire. crews established themselves and intitiated construction of indirect line to the north of the fire. there were four non-emergency medical transports off the fireline. military personnel arrived at icp in preparation of uav operations in support of the fire.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378,2011_FL-FNF-011021_MAJOR 15_6,perimeter looks good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2011_NM-N2S-000044_TRACK_4,two injuries today  including bee sting and heat exhaustion.  meeting held at raton high school.  fire acres:  colorado - 6170  new mexico - 19863  congressman ben lujan will be at meeting 6/17 @ 12:00. interstate 25 was re-opened to all traffic.  residents in city of raton. evacuation notices still exist for yankee canyon and sugarite canyon. the burlington northern - santa fe railroad resumed service. a public meeting was held at the raton high school. interstate natural gas pipeline was repaired today.   cost share guidelines were established between two states  nm & co  and provided to team.  long range spotting at north flank of fire  1 1/2 miles into san francisco creek.. predicted red flag conditions and fire weather watches for next days. multiple jurisdictions at the state county and community levels. loss (burned) of grass/forage on mesa tops impacting local ranches.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
380,2011_TX-TXS-011119_BAD GATE_2,fire received rain overnight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,2010_CO-RGD-0590_PARKDALE CANYON_0,state hwy closure  evacuations,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,2014_030081_HUNTER FALLS_0,the type-1 helicopter already assigned to the fire will remain a critical asset to the fire suppression effort and structural protection for the duration of the incident.. fire behavior today included short range spotting  short crown runs in the timber  and short ground runs.  the fire is currently 70% active.  the significant events today were/are (1) hunter creek trail closed from the trailhead all the way through the hunter creek drainage; (2) the sierra front type-3 team was ordered and will take over the fire at 0600 tomorrow morning; and (3) the fire is currently in the mt. rose wilderness area  making it inaccessible by ground vehicles and steep rocky terrain.,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,2013_NV-HTF-40080_WHITE PINE_16,conduct firing operations and type 3 imt will assume command at 0600 tomarrow.. inaccessibility and steep rugged terrain  rolling material  and uphill runs. local winds conditions limit aircraft accesability but better use of aircraft as it moves downslope.     fire is moving into areas that that may provide better access to the fire.,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
384,2014_001151_FREEZEOUT RIDGE_23,all burned acres occurred on forest service administered lands. hells canyon nra  wallowa-whitman nf administered acres - 3 491 nez perce nf acres - 133 percent contained changed from 1% to 0% as the strategy changed from containment to monitor and confine.  completed transition from great basin team 4(kidd) to bush ict3. creeping and smoldering in the two creek and granite creek drainages.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2008_TX-TXS-88080_WEST HACKBERRY_0,significant wind driven runs.  fire jumped hwy 41 in the evening.. the major problem facing the fire crews is the weather (low humidity  high winds and unseasonally high temperatures).  because of the widespread nature of the fires across texas  resources were not always available when assistance was requested by the local fire departments. the incident management team set priorities on fires based on threat to life  safety  and property.  all available resources have been committed within the state and some fires had to burn unattended.,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
386,2012_NV-CCD-30520_COMO_3,fire will transition back to blm carson city district tomorrow at 1530. nothing significant to report. three separate downed power transmission lines in the fire area created a critical safety concern to initial attack resources; however  they have been de-energized by nevada energy co.  abandoned mineshafts and mining debris in and around the fire area.  mt. como communications towers which support critical public safety for the counties and federal governments are on the northeast side of the fire.  limited access for ground resources due to rough terrain; a red flag warning was issued due to high winds and low relative humidities over the fire area today.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
387,2008_CA-PNF-000539_CANYON COMPLEX_93,rich fire: 5 199 acres  15% contained  $2 204 000 costs. belden fire 474 acres  70% contained  $5 500 costs. belden fire costs reflect only suppression activities (air operations only) since pnw team 2 took command on 7/31 at 1800. previous belden fire costs are included in canyon complex costs. evacuated communities include rich bar  rich gulch  brush creek  and virgilia.. a structure protection/evacuation plan was revised with calfire  county o.e.s. and local sheriff's office. highway 70 continues to use a pilot car operation. crews made significant progress on the southern perimeter with the completion of burnout operations in the virgilia area. crews continue to construct direct and indirect handline on the northwest and eastern perimeters.. extremely steep terrain with very difficult access.  much of the fire area can only be worked by type 1 crews.  helicopter bucket support is crucial to slow the fire spread to allow crews and dozers to complete suppression control lines.  strong canyon winds in the north fork and east branch north fork feather river continue to hamper control efforts.  ercs and live and dead fuel moistures are at critical levels.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2011_KS-PSF-000556_TUNNER_3,reduced acreage due to better mapping. transition to type 4 management 5/12 @ 0700. hazard tree removal  lines holding though wind event.. extreme fire danger/ weather event through 5/10. during initial attack fire ran 14 miles with 50' flames lengths.,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2006_CA-BDF-6773_HEART-MILLARD FIRE_3,type 2 team (walker) has been assigned and is in briefing. (1000).. complex consists of three fires located in the san gorgonio wilderness.  the fires are burning in steep inaccesable terrain.  single digit relative humidity  100 plus degree temperatures and erratic winds associated with thunderstorm activity.,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
390,2014_014018_FISH_13,out 9/30. out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2011_AK-FAS-111160_MOOSE MOUNTAIN_6,acreage breakdown:  ak native corp. 7 acres (1%)  ak-dnr 23 acres (3%)  fairbanks north star borough 831 acres (96%).  the incident fireline repair plan is nearing completion.. the incident assisted fairbanks area forestry with an initial attack fire off of spinach creek road.  aerial resources and line overhead responded.  excess equipment continued to be demobed from the fire.. hot  dry weather and low humidities  lack of adequate water sources  steep terrain  and flashy fuels are hampering firefighting efforts.  limited road access complicates logistics.,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
392,2010_KS-KSX-1229_GREENWOOD_0,escaped controlled burn on private burned onto cimarron national grassland.. expect full containment and control.  investigation in progress.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2006_MS-MNF-006006_OP-6 _2,received rain this morning.. fire located in buffer of impact area with unexploded ordinances -,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
394,2008_CA-LMU-2759_CORRAL_9,thunder cell over the fire created erratic surface winds.. 11 air tankers were used during the afternoon - long turn arounds due to chester and chico were smoked in.. the fire is burning in small to medium sized commercial timber. spotting over the line in dry fuels is occurring during the afternoon.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
395,2008_CA-KNF-3393_KLAMATH THEATER_27,dillon creek campground and 2 residences remain threatened due to increased fire intensity. priority for suppression activities remain with the dark three fires and threat to structures.  total acres 7725  dark-three fires which include the mill fire  is approximately 7 155 acres  headwaters approx. 320 acres  jackass too approx. 250 acres.  orca team will continue to assist making resources from the siskiyou complex available to the happy camp ranger district for initial attack.. dillon creek campground  dillon creek trail  roads 14n69  13n35  14n19  14n38 and hwy 96 and access to the klamath river in the fire area are closed.. steep  inaccessible terrain  fires are well established and due to access  fuels  topography will have significant growth over an extended timeframe before containment/control can be achieved.  air support and type 1 crews are essential to  success. burnouts are ongoing. loss of the few type 1 crews we have with6 type 1 crews for 10 shifts we can reduce acres and potentially 4 to 5 weeks of active suppression with 20 type 2 crews.,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
396,2008_WA-NES-193_RATTLE SNAKE POINT_4,control lines will be completed in all fires within the complex by end of shift today.  the two new lightning strike fires found yesterday (double shot east and west) were contained today at 2 acres each.  the rattlesnake fire will be mopped up to 300 feet and the kartar fire will be mopped up to 100� by end of shift today.. steep rocky terrain  inaccessible ground  strong winds in the fire area from passing storm fronts,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
397,2013_CA-LAC-118144_LAKE_0,"the ""lake incident"" is at 250 acres on sra land. los angeles county fire department has responded 2nd alarm resources including type 1 engines  a type 3 strike team  patrols and water tenders  several camp crews with overhead  rotary and fixed wing resources working the fire.an estimated 250 personnel assigned to this incident at time of report.. closure of highway 5 with possible closure of the castaic recreational area. residential and commercial properties threatened.. closure of highway 5 and possible closure of the castaic recreational area.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
398,2014_004111_BUZZARD COMPLEX_6,demobilization of resources will begin in earnest over the next few days.. the fire was zoned effective 1800 on 7/19 with greg poncin's northern rockies national imt assigned to the east zone and or iimt 4 being assigned to the west zone.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2010_ID-BOF-000814_WHITEHAWK COMPLEX_15,with warmer and dryer weather  the casner fire may have some movement especially to the weat but do not expect significant amounts. this fire is also a very dirty burn so will get some interior burning. the fire is still in the confine and contain strategy.. received some precipitation on the fire last night and today.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
400,2010_OR-CLP-198_PHOENIX_2,fire activity and subsequent growth on august 26  2010 resulted in a 20 acre slopover on the fremont/winema national forests.  in response to the slopover  additional resources were ordered for the operational period of august 27  2010.  many of these resources will be released at the end of shift.  fire activity on august 27  2010 was significantly less than previous operational periods due to a decrease in temperature and higher humidity.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2008_NM-CIF-000290_BIG SPRING_17,fire perimeter looks good and is holding. the fire has received a significant amount of precipitation.. suppression rehab of the fire perimeter continues.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,2014_140790_790 FIRE_3,moderate to high fire behavior has been observed with short runs on the southern & northern flanks. significant suppression success has been achieved on the east side. an area and trail closure order for the fire area are pending.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,2009_AK-DAS-912204_HEALY RIVER_2,demob planned for the 8 smokejumpers and one type 2 crew on 6/1.  demob one crew per day following 6/1.. fire was 70% contained.. low ceiling hampered aircraft movement to install the repeater  move crews and supplies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,2008_CA-MNF-645_SODA COMPLEX_60,fires in priority order: mill  monkey rock  big  back. - mill fire is estimated at 3043 acres with 93% containment (est containment 7/26). monkey rock fire is 1829 acres and was contained on 7/14/08. big fire is 2193 acres and was contained on 7/5/08. back fire is 1567 acres and was contained on 6/29/08. unified command with cal-fire (bradley) will discontinue at 0800 on 7/25.. crews continue holding and mop-up operations. fire suppression repair work continues and is being coordinated with district resource advisors.. the mill fire is well established in the sanhedrin wilderness and has crossed the dpa boundary with cal fire in div. l.  the fire in the state dpa area is holding within containment lines.  the fire has also reached the head of the panther creek drainage to the east  but crews have been successful in holding it on the ridge. continuing contact with non-fire personnel is occurring.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2013_KY-KYS-13-3004_BBQ FIRE_1,check to firelines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2011_SD-PRA-110653_WILD STALLION_0,cut blade lines and burnout operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2007_CA-LAC-07232185_BUCKWEED_4,the texas canyon usfs ranger station district office; the bouquet canyon/vasquez canyon bridge and the sierra hwy/vasquez canyon bridge were destroyed yesterday. evacuation centers are located at hart high school  saugus high school  crown valley middle school  meadowlark school.  a partial road closure for sierra hwy north from soledad canyon remains in effect. vasquez canyon is open to residents only. closure of the old road at valencia blvd was implemented due to a new fire start. management of the buckweed fire will transfer to rocky oplinger�s type 1 team tonight at 1800 hours.. mandatory evacuation of 15 000 residents remains in effect. structure protection groups continued to assess and protect structures. crews continued directed line construction where possible. resources continued to mop-up around structures. damage assessment is in progress and revising the number of damaged structures. air resources provided initial attack on a new fire start west of the i-5 freeway near the old road and magic mountain parkway. the new fire start caused some some electrical outages in the area.. high winds associated with extreme santa ana conditions. red flag weather conditions predicted for the next 24 to 48 hours. critically low live fuel moisture. heavy smoke in the affected areas.  a large number of residential and commercial structures in the path of the fire.,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
408,2014_000057_DARK HOLE_6,fire remains unstaffed at night.. low to minimal fire activity with only isolated single tree torching.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
409,2014_140274_DECEPTION COMPLEX_1,staley 214 acres  davey 30 acres  pool creek 22 acres  deception 20 acres  green lake/spirit ridge 15 acres.  ia fires  active 31  contained 14  controlled 10  out 19 and utl 16.  ia responsibility is 750 000 acres.  abc i/a cost is not included in total cost of fire.  $1 435 340.. fire activity increased on fire numbers 272 274 and 278 (deception).  3 new ia fires (361 363 and 366).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2006_WA-NCP-213_FLICK CREEK_14,transition day wa imt #4 will take over fire as of 1800 today.. crew and lookout did not make it to h 15 to work on a contingency trail due to cloud cover.. some activity upper drainage of fourmile creek which is a let burn area. otherwise the fire is inactive but it has the potential to affect recreational and residential structures in the immediate area. the fire also has the potential to affect recreational and tourism assets. other concerns are: very steep terrain  traditionally persistent hot and dry weather this time of year in addition to prevailing erratic winds due to proximity of lake chelan.,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
411,2011_HI-HVP-270_NAPAU_5,transitioned ic to robin wills.  closed chain to craters road due to smoke impacts.  fire burned portions of the ungulate fence line causing numerous snags to fall across and significantly damaging the fence.. major problem is access to the fire area.  fire is burning in the 2003 luhi fire scar with numerous snags and located on the east rift zone of kilauea volca,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
412,2006_CA-LMU-2404_BATTALION 4  LCA_4,warmer  drier weather contributed to spotting on fire #4-11. over a dozen spots occurred outside the line today. rapid containment efforts by crews were successful.4-11 due to spots. resources committed to #4-11 for next operational period include 1 s/t engines + 1 single resource engine  1 s/t crews + 2 single resource crews  1 s/t dozers  and 2 water tenders.    for the rest of batt 4 lca,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,2008_CA-SHF-1057_IRON & ALPS COMPLEXES_57,there are 11 fires in alps complex. granite (530 acres  campground and trailhead  active fire  80% contained  expected containment date  jul 10  2008)  carey (219 acres  active fire  30% contained  expected containment date  jul 22  2008). the following six fires will be categorized as unable to locate (utl). initially  they were reported after a lightning burst beginning on june 20  2008. subsequent reconnaissance has not picked up any activity on these fires. their locations will continue to be monitored. 1. soldier: 2 acres 2. bacon: 2 acres 3. gorge: 1 acre 4. gwin: 7 acres 5. north fork: 8 acres 6. thurston: 2 acres. the following three fires were initial attacked by smoke jumpers and contained. willow (38 acres  100% contained  containment date  jun 26  2008)  devils (6 acres  100% contained  containment date  jun 26  2008)  and pony (3 acres  100% contained  containment date  jun 26  2008).. the granite fire continues to be held from moving west on the canyon creek trail and is being held from moving south and east on the bear creek trail. a short run on the upper end of the granite fire which consumed about 20 acres. the suppression effort on the carey fire continues to be sucessful. the large tree obstructing the trail to the carey fire from the new river trailhead has been removed and the openning of the trail is progressing.. heavy dead/down fuel and steep terrain on a number of the fires prohibited direct attack.  inversions are limiting utilization of aerial resources to monitor fire behavior including spread.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
414,2012_CA-LNU-007072_SIXTEEN COMPLEX_16,16 and 20 are open.. continued mop up and patrol.. an advisory for fire equipment working on highway 16 is in effect.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2009_OR-UPF-009237_BOZE_6,burnout operations are continuing.  expect an increase in fire behavior and lower relative humidities again tomorrow.. fs roads 28 and 2715 remain closed.. very low  single digit rh's has increased fire behavior significantly with some spot fires from the burn out.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
416,2013_CA-BDF-10080_MOUNTAIN_9,unified command with cal fire (glenn patterson) and riverside county sheriff's department(lt. bob perdue). the pacific crest trail as well as connecting trails will remain closed until full suppression. dpa acreage: state 1 362 and fed 25 817.  incident number will be changed to ca-rru-71832 at 7/20/13.. evacuations orders (mandatory) continue for idyllwild  trails end and an evacuation warning for pine cove. fire continued to spread to the northwest in branch 1. isolated torching and rolling material continue to be a hazard. direct line was completed through the night from div a c d w and y. a secondary retardant line was completed to along the entire west and northwest flank of the fire. the palm springs aerial tramway was shut down due to fire activity.. the fire continues to grow in the taquitz meadow and moving into long valley. extreme fire behavior in the area was held in check by aircraft. the residential area of trails end also remains threatened with fire on the ridge above it and continues to expand through the aqua caliente indian reservation to the northeast. fire damaged areas of apple canyon  bonita vista  fobes canyon and spring canyon ranch were opened to residence. hwy 243 remains closed. fire is moving towards the mountain yellowlegged frog habitat. thunderstorms are possible over the fire in the afternoon and could cause erratic winds and downdrafts. critical infrastructure threatened include cell sites  radio station  repeater sites  water storage  pumping and treatment facilities  edison sub station and a fire station.,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
417,2014_014057_PHEASANT_1,some interior smoldering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2010_OK-WMR-_NORTH MOUNTAIN_9,inaccessible terrain.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2011_GA-GAS-011032_SWEAT FARM AGAIN_39,fireline rehabilitation should be completed by monday 8/8. worked on rehabilitation of fireline and staging area. final clean up of firelines should occur this weekend.. concerns with environmental damage from fireline construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2006_CA-BEU-002665_RICO_9,demobilization date moved forward provided fire holds through the night and morning hours.. control lines in all divisions continue to hold over night.  progress continues in divisions c and z which pose the biggest threat.. crews still mopping up hot spots that are within control lines but still pose a threat due to down slope winds blowing across the lines.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2011_GA-GAS-011009_ELIM CHURCH RD. FIRE_18,fire is in a wildland urban interface with numerous structures in and around the fire perimeter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2013_AZ-CNF-000274_SOLDIER BASIN_7,continued mop up and patrol  chipping has been completed.. difficult terrain with few holding features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2006_ID-SCF-006336_BOUNDARY COMPLEX_3,hazards:  numerous snags falling along line are a concern.  steep rough terrain  rollout material.. closure of the boundary creek boat launch; closure of dagger and boundary camp grounds; closure of roads into the boundary creek area and surrounding area occured today.  campers where ordered to evacuate area.. two major campgrounds are currently threatened  along with the boundary creek boat launch.  evacuation orders are being planned.    additional threats to prehistorict sites and cabins.,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
424,2012_WY-YNP-G5SC_CYGNET COMPLEX_21,crews continue to monitor the weatern flank of the cygnet  along with ensuring proper function of the hose lay in anticipation of more fire runs at the powerline and road.  the dewdrop  range and beach 2 fires were monitored remotely today.. the major concern is firefighter and public safety when the fire makes its next run at the road.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,2007_MT-FNF-070_CORPORAL_3,fire burning in heavy fuels  steep terrain  with access limited to air resources only.  critical need for water handling equipment for structure protection in the spotted bear area.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
426,2008_FL-FLS-2008-16-0322_MYAKKA CUT_27,fire contained & being monitored. fire comtained and being monitored only. drought conditions and access.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,2012_MT-SOS-000023_DRY CREEK_1,local county resources. dry fuels  gusty winds triple digit temperatures,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
428,2007_NC-NCS-07041015_CODY FIRE_0,1 residence damaged most on outside  some smoke damage  1 outbuilding with a tractor damaged  and 1 out building lost. 1 residence damaged  1 out building damaged  1 out building destroyed valued at $5000.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
429,2014_000083_EL PORTAL_28,final 209 report. minimal fire activity  some smoldering and residual heat in the interior. last 209 report.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2007_NV-EKD-000773_CAMP CREEK_2,this will be the last report for this fire unless conditions warrant an update.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2011_WY-HPD-11099_DEAD HORSE CREEK_1,final statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2007_ID-NPF-000017_RATTLESNAKE_49,pulled the crew  out of the spike camp at concord and reasigned them to the orogrande area.. steep terrain  ongoing and continued drought  heat stressed vegetation. the fire has reached map 2  3  5  8  10  12  13  15  16  17  18  and 19. burnout and individual structure protection is planned when active fire nears/reaches communities.  logistical support of crews spiked out at concord is slow due to difficult travel conditions. ir flights are now only needed periodically to monitor major fire activity.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,2007_CA-BDF-10566_GRASS VALLEY_42,approximately 81% of hand line and 85% of dozer line supression repair work has been completed.  reduction in dozer line completion is due to an increase in total miles.. patrolled fire  addressed 911 calls and provided a community presence.. congestion resulting from local traffic and utility work  combined with narrow roads.  utility companies (power  gas and water) continue work to restore services to the fire area  this includes the falling of utility corridor hazard trees.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,2006_MT-NWS-099_MURR CREEK_5,three crews demo tomorrow (tuesday)  two replacement crews have arrived.. two division fire accessed by 2 different road systems separated by 45 minute travel time.  numerous unburned islands and long perimiter.  goal today was to get at least two chains in with mop up  in these areas. lots of single resources requiring fireline supervision. numerous line overhead timing out  requiring frequent changes in line supervisors familar with fire or personnel.  predicted cold front with high winds by tuesday a concern  especially with only 2 hand crews.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2008_AZ-CNF-000051_WHITE TANK_3,fire area recived precipitation beginning at approximately 1500 hours.. mormon lake hotshots assisted nogales rd with initial attack of the montana fire which was contained at 17 acres. the crew returned to the white tank fire. a repeater was placed to facilitate communications in the fire area and to relieve impact on local frequencies. a contingency line was completed from the northeast corner of the fire to the south and east of the center of the fire. some units began demob today.. concerned homeowners of aliso springs subdivision.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436,2007_KY-KYS-07-2018_KENTUCKY RIVER COMPLEX_8,breathitt county-spicer branch-3 acres; estill county-miller creek road; estill county-ellis fork road-1 acre; letcher county-school house road fire; perry county-rowdy mountain fire;. the number of fires increased significantly today. the extreme drought conditions will persist until adequate rainfall is received. the weather conditions will continue to deteriorate during the next operational period.. the major problems and concerns are containing fires and break overs due to extreme drought conditions in the nine counties. warmer temperatures and lower relative humidities continue to hamper initial attack and containment activities across the kentucky river complex. the crews provided structure protection on the millers creek road fire today. leaf fall will hinder mopping up hand lines and increase the number of break overs.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,2012_MT-LCF-002085_ELBOW PASS COMPLEX_1,"trail closure in effect for the fire area.  80-85% cwr over fire area tomorrow with .2"" to .3"" of precipitation expected.. trail closures in fire area.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
438,2009_UT-SLD-000544_BIG POLE_3,acreage breakdown as follows: blm 23 651; usfs 12 993; private 6 273; state 1 283.. some area closures have been lifted; residents have been allowed back into the fire area. isolated torching observed.. steep terrain and limited vehicle access.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2013_MT-BRF-13039_GOLD PAN COMPLEX_20,a warming and drying trend will continue through friday followed by the passage of a dry cold front on saturday.  the forecasted weather is expected to result in a substantial increase in fire behavior and spread.. the transfer of command to diane huttons northern rockies fire management team occurred at 0600 hours today.  firefighters continued to remove hazard trees along the magruder road as well as mop up and patrol in divisions d/e/f.  completed a small burnout along the magruder road.  substantial interior pockets of unburned fuels within the fire area continue to burn.  magruder road remains closed from fales flat campground on the east and observation point on the west and the area closure remains in effect. continued the demob of excess resources and equipment.  shared a type 1 helicopter with the clearwater-nez perce nf to support initial attack.. steep rugged terrain with limited access and few safety zones.  current closure has had adverse impacts to local outfitter and guide operations.  essential resources (e.g. crews) currently assigned are timing out and orders for replacement crews have not yet been filled.  a dry cold front is forecasted for saturday with gusty west winds.,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
